codigo;dataAlteracao;margemMinima;margemVenda;descricao;apresentacaoQuantidade;nomeQuimico;laboratorio;ean;registro;ncm;lista;categoria;tipoArmazenamento;produtoControlado;exclusivoHospitalar;classificacaofiscal;Origem;ufLaboratorio;observacao;nivel;aumento;oncoProdRS_17_SC;oncoProdRS_175_RS;oncoProdRS_18_PR;oncoProdPE_17_AL;oncoProdPE_18_BA_CE_MA_PB_PE_PI_RN_SE;oncoprodSP_12_SP_MG;oncoprodSP_17_AC_AL_GO_MS_MT_PA_RR;oncoprodSP_175_RO;oncoprodSP_18_AM_AP_BA_CE_MA_MG_PB_PI_RN_SE_TO;oncoprodSP_18_SP;oncoprodSP_20_RJ;oncoprodDF_12_SP_MG;oncoprodDF_17_AC_AL_GO_MS_MT_PA_RR;oncoprodDF_17_DF;oncoprodDF_17_GO;oncoprodDF_175_RO;oncoprodDF_18_AM_AP_BA_CE_MA_MG_PB_PI_RN_SE_TO_SP;oncoprodDF_20_RJ;oncoprodES_12_SP_MG;oncoprodES_17_ES;oncoprodES_18_SP;oncoprodES_20_RJ;pf_0;pf_12;pf_17;pf_175;pf_18;pf_20;PMC_0;PMC_12;PMC_17;PMC_175;PMC_18;PMC_20;indicacao
411;10/07/2021;2%;5%;EPREX 4000 UI C/ 0,4 ML C/6 SER;6;ALFAEPOETINA ;JANSSEN;7,90E+12;1,12E+12;3002.15.90; POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;0;3;0,0679;558,18;561,78;565,43;0;561,2;0;0;0;0;0;0;0;538,64;512,36;0;542,11;545,63;560,18;0;582,25;0;0;698,674;793,948;841,776;846,877;852,041;852,041;965,876;1097,587;1163,706;1170,758;1177,897;1177,897;Tratamento de Anemia secundária a insuficiência renal crônica, Anemia associada ao Câncer, Pacientes AIDS 
101349;07/04/2021;FÁBRICA;FÁBRICA;EQUILID 50MG C/20 CAPS        C1;20;SULPIRIDA ;SANOFI/GENZYME;7,89E+12;1,83E+12;3004.90.73; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;EXCLUSIVO REDE DOR;2;0,0843;11,43;11,5;11,57;0;11,57;0;0;0;0;0;0;0;11,43;11,43;0;11,5;11,57;11,86;0;11,43;0;0;9,49;10,78;11,43;11,5;11,57;11,86;13,12;14,9;15,8;15,9;15,99;16,4;Indicado para pacientes com estados neuróticos depressivos, síndromes vertiginosas e esquizofrenia
271;07/04/2021;4%;FÁBRICA;ERANZ 10 MG CX C/ 28  CPS. (C1);28;DONEPEZILA, CLORIDRATO DE ;PFIZER/WYETH;7,89E+12;1,21E+12;3004.90.69; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;PRODUTO EXCLUSIVO AMIL;3;0,0679;529,94;533,15;536,4;0;536,4;0;0;0;0;0;0;0;529,94;529,94;0;533,15;536,4;549,81;0;529,94;0;0;439,85;499,83;529,94;533,15;536,4;549,81;608,07;690,99;732,61;737,05;741,54;760,08;Tratamento da doença de Alzheimer
249;07/04/2021;4%;FÁBRICA;ERANZ 5 MG CX C/ 28  CPS. (C1);28;DONEPEZILA, CLORIDRATO DE ;PFIZER/WYETH;7,89E+12;1,21E+12;3004.90.69; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;PRODUTO EXCLUSIVO AMIL;3;0,0679;476,9;479,79;482,72;0;482,72;0;0;0;0;0;0;0;476,9;476,9;0;479,79;482,72;494,79;0;476,9;0;0;395,83;449,81;476,9;479,79;482,72;494,79;547,21;621,84;659,29;663,28;667,33;684,02;Tratamento da doença de Alzheimer
681;08/04/2021;3%;4%;ERBITUX 100 MG/20 ML - CX C/ 1 FR. AMP.;1;CETUXIMABE ;MERCK S/A;7,89E+12;1,01E+12;3004.39.29; POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);IMPORTADO;RJ;NÃO VENDER PARA FARMÁCIAS ;3;0,0679;758,59;758,59;758,59;758,59;758,59;0;0;0;0;0;0;0;758,59;758,59;864,7926;758,59;758,59;0;0;758,59;864,7926;758,59;846,8;962,27;1020,23;1026,42;1032,68;1058,5;1170,65;1330,28;1410,41;1418,97;1427,62;1463,32;Câncer colorretal metastático e carcinoma de células escamosas de cabeça e pescoço
815;08/04/2021;3%;4%;ERBITUX 500 MG/100 ML - CX C/ 1 FR. AMP.;1;CETUXIMABE ;MERCK S/A;7,89E+12;1,01E+12;3004.39.29; POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);IMPORTADO;RJ;NÃO VENDER PARA FARMÁCIAS ;3;0,0679;3792,91;3792,91;3792,91;3792,91;3792,91;0;0;0;0;0;0;0;3792,91;3792,91;4323,9174;3792,91;3792,91;0;0;3792,91;4323,9174;3792,91;4233,95;4811,31;5101,15;5132,07;5163,36;5292,44;5853,19;6651,36;7052,04;7094,78;7138,04;7316,5;Câncer colorretal metastático e carcinoma de células escamosas de cabeça e pescoço
111929;07/04/2021;FÁBRICA;FÁBRICA;ERELZI 50MG/ML 4CAN PREEN 1ML;4;ETANERCEPTE ;SANDOZ;7,90E+12;1,00E+12;3002.15.20; POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;PODEMOS ATENDER SOMENTE BA, SP, MS, MT, TRIANGULO MINEIRO. NÃO PODEM MAIS SER COMERCIALIZADOS NO RIO GRANDE DO SUL;0;0;0;0;0;0;5788,35;0;0;0;0;0;0;0;5718,61;5718,61;0;0;5788,35;0;0;0;0;0;0;5393,69;5718,61;5753,27;5788,35;5933,06;0;7456,46;7905,64;7953,56;8002,05;8202,11; Indicado para redução dos sinais e sintomas e inibição da progressão do dano estrutural em pacientes com artrite reumatoide ativa moderada a grave.
111932;23/06/2021;FÁBRICA;FÁBRICA;ERELZI 50MG ML 4SER PREEN+AG 1ML;4;ETANERCEPTE ;SANDOZ;7,90E+12;1,00E+12;3002.15.20; POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;PODEMOS ATENDER SOMENTE BA, SP, MS, MT, TRIANGULO MINEIRO. NÃO PODEM MAIS SER COMERCIALIZADOS NO RIO GRANDE DO SUL;0;0;0;0;0;0;4538,06;0;0;0;0;0;0;0;4483,38;4483,38;0;0;4538,06;0;0;0;0;0;0;4228,65;4483,38;4510,56;4538,06;4651,51;0;5845,86;6198,01;6235,58;6273,6;6430,44; Indicado para redução dos sinais e sintomas e inibição da progressão do dano estrutural em pacientes com artrite reumatoide ativa moderada a grave.
111265;07/04/2021;FÁBRICA;FÁBRICA;ERFANDEL 3MG C/56 COMP REV;56;ERDAFITINIBE;JANSSEN;7,90E+12;1,12E+12;3004.90.69; NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;* PROD.ESTRATÉGICO – ATENDER NORTE NORDESTE E INTERIOR DE SP, PORÉM ANTES DE VENDER VERIFICAR TABELA DE OL DA JANSSEM , SE FOR DE OUTRO DISTRIBUIDOR NÃO VENDER DE FORMA ALGUMA  ** PODE ATENDER DELIVERY DE TODOS O BRASIL  **CONVÊNIOS ATENDER  PELAS LOJAS DO SAR **NÃO VENDER PARA OUTROS DISTRIBUIDORES;0;0;0;0;0;0;39640,935;0;39091,041;39364,074;39640,935;39640,935;0;0;0;39091,041;0;0;0;0;0;39091,041;0;0;31634,017;36555,89;39091,041;39364,074;39640,935;40788,617;42435,908;48830,775;52105,409;52457,315;52813,948;54291,008;indicado para o tratamento de pessoas com carcinoma urotelial (câncer de bexiga e do trato urinário)
111281;07/04/2021;FÁBRICA;FÁBRICA;ERFANDEL 3MG C/84 COMP REV;84;ERDAFITINIBE;JANSSEN;7,90E+12;1,12E+12;3004.90.69; NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;* PROD.ESTRATÉGICO – ATENDER NORTE NORDESTE E INTERIOR DE SP, PORÉM ANTES DE VENDER VERIFICAR TABELA DE OL DA JANSSEM , SE FOR DE OUTRO DISTRIBUIDOR NÃO VENDER DE FORMA ALGUMA  ** PODE ATENDER DELIVERY DE TODOS O BRASIL  **CONVÊNIOS ATENDER  PELAS LOJAS DO SAR **NÃO VENDER PARA OUTROS DISTRIBUIDORES;0;0;0;0;0;0;59461,403;0;58636,561;59046,111;59461,403;59461,403;0;0;0;58636,561;0;0;0;0;0;58636,561;0;0;47451,026;54833,836;58636,561;59046,111;59461,403;61182,926;63653,862;73246,164;78158,113;78685,972;79220,923;81436,512;indicado para o tratamento de pessoas com carcinoma urotelial (câncer de bexiga e do trato urinário)
111264;07/04/2021;FÁBRICA;FÁBRICA;ERFANDEL 4MG C/28 COMP REV;28;ERDAFITINIBE;JANSSEN;7,90E+12;1,12E+12;3004.90.69; NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;* PROD.ESTRATÉGICO – ATENDER NORTE NORDESTE E INTERIOR DE SP, PORÉM ANTES DE VENDER VERIFICAR TABELA DE OL DA JANSSEM , SE FOR DE OUTRO DISTRIBUIDOR NÃO VENDER DE FORMA ALGUMA  ** PODE ATENDER DELIVERY DE TODOS O BRASIL  **CONVÊNIOS ATENDER  PELAS LOJAS DO SAR **NÃO VENDER PARA OUTROS DISTRIBUIDORES;3;0,0679;0;0;0;0;26427,294;0;26060,698;26242,72;26427,294;26427,294;0;0;0;26060,698;0;0;0;0;0;26060,698;0;0;21089,348;24370,597;26060,698;26242,72;26427,294;27192,416;28290,609;32553,855;34736,945;34971,549;35209,304;36194,011;indicado para o tratamento de pessoas com carcinoma urotelial (câncer de bexiga e do trato urinário)
111266;07/04/2021;FÁBRICA;FÁBRICA;ERFANDEL 4MG C/56 COMP REV;56;ERDAFITINIBE;JANSSEN;7,90E+12;1,12E+12;3004.90.69; NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;* PROD.ESTRATÉGICO – ATENDER NORTE NORDESTE E INTERIOR DE SP, PORÉM ANTES DE VENDER VERIFICAR TABELA DE OL DA JANSSEM , SE FOR DE OUTRO DISTRIBUIDOR NÃO VENDER DE FORMA ALGUMA  ** PODE ATENDER DELIVERY DE TODOS O BRASIL  **CONVÊNIOS ATENDER  PELAS LOJAS DO SAR **NÃO VENDER PARA OUTROS DISTRIBUIDORES;3;0,0679;0;0;0;0;52854,575;0;52121,383;52485,428;52854,575;52854,575;0;0;0;52121,383;0;0;0;0;0;52121,383;0;0;42178,686;48741,183;52121,383;52485,428;52854,575;54384,818;56581,206;65107,695;69473,872;69943,081;70418,591;72388,004;indicado para o tratamento de pessoas com carcinoma urotelial (câncer de bexiga e do trato urinário)
111263;07/04/2021;FÁBRICA;FÁBRICA;ERFANDEL 5MG C/28 COMP REV;28;ERDAFITINIBE ;JANSSEN;7,90E+12;1,12E+12;3004.90.69; NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;* PROD.ESTRATÉGICO – ATENDER NORTE NORDESTE E INTERIOR DE SP, PORÉM ANTES DE VENDER VERIFICAR TABELA DE OL DA JANSSEM , SE FOR DE OUTRO DISTRIBUIDOR NÃO VENDER DE FORMA ALGUMA  ** PODE ATENDER DELIVERY DE TODOS O BRASIL  **CONVÊNIOS ATENDER  PELAS LOJAS DO SAR **NÃO VENDER PARA OUTROS DISTRIBUIDORES;0;0;0;0;0;0;33034,107;0;32575,862;32803,39;33034,107;33034,107;0;0;0;32575,862;0;0;0;0;0;32575,862;0;0;26361,677;30463,238;32575,862;32803,39;33034,107;33990,509;35363,251;40692,307;43421,167;43714,422;44011,616;45242,5;indicado para o tratamento de pessoas com carcinoma urotelial (câncer de bexiga e do trato urinário)
4577;07/07/2021;2%;4%;ERITROMAX 40.000UI C 1 SER+DISP ;1;ALFAEPOETINA ;BLAU FARMACEUTICA;7,90E+12;1,16E+12;3002.15.90; POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;0;3;0,0679;;;;0;;0;0;0;0;0;0;0;0;;0;;;;0;;0;0;0;1370,38;1452,94;1461,74;1470,65;1507,42;0;1894,47;2008,6;2020,77;2033,09;2083,92;Tratamento de anemia em pacientes com insuficiência renal e que se submetem ao regime de diálise
4567;07/04/2021;FÁBRICA;FÁBRICA;ERIVEDGE 150 MG C 28CAPS ;28;VISMODEGIBE ;ROCHE;7,90E+12;1,01E+12;3004.90.69; NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;GO;0;1;0,1008;25584,43;25763,12;25944,32;0;25944,32;0;25584,43;25763,12;25944,32;25944,32;26695,46;0;0;25584,43;0;0;0;0;0;25584,43;0;0;20703,93;23925,21;25584,43;25763,12;25944,32;26695,46;27773,58496;31958,91;34102,12;34332,42;34565,83;35532,55;Câncer de pele denominado carcinoma basocelular avançado, sem possibilidade de cirurgia 
110502;07/04/2021;2%;FÁBRICA;ERLEADA 60 C/ 120 COMPRS;120;APALUTAMIDA ;JANSSEN;7,90E+12;1,12E+12;3004.90.69; NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;* PROD.ESTRATÉGICO – ATENDER NORTE NORDESTE E INTERIOR DE SP, PORÉM ANTES DE VENDER VERIFICAR TABELA DE OL DA JANSSEM , SE FOR DE OUTRO DISTRIBUIDOR NÃO VENDER DE FORMA ALGUMA  ** PODE ATENDER DELIVERY DE TODOS O BRASIL  **CONVÊNIOS ATENDER  PELAS LOJAS DO SAR **NÃO VENDER PARA OUTROS DISTRIBUIDORES;3;0,0679;0;0;0;0;12351,079;0;12179,747;12264,817;12351,079;12351,079;0;0;0;12179,747;0;0;0;0;0;12179,747;0;0;9856,333;11389,86;12179,747;12264,817;12351,079;12708,667;13221,92;15214,393;16234,684;16344,329;16455,446;16915,659;tabelas 
4558;09/04/2021;2%;3%;ESBRIET 267 MG C/270 CAPS;270;PIRFENIDONA ;ROCHE;7,90E+12;1,01E+12;3004.90.69; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;GO;0;2;0,0843;10865,64;10933,98;11003,18;0;10480,23;0;10865,76;10934,09;11003,3;11003,3;11289,1;0;0;9485,79;0;0;0;0;0;11318,27;0;0;9247,09;10508,06;11141,07;11208,59;11276,94;11558,86;12783,56;14526,78;15401,88;15495,22;15589,71;15979,45;Tratamento da fibrose pulmonar idiopática
1277;05/07/2021;1%;1%;ESMERON 10MG/ML CX C/10FA X 5ML;10;BROMETO DE ROCURONIO ;MSD/SCHERING;7,90E+12;1,02E+12;3004.90.79;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;GO;0;3;0,0679;129,31;130,1;130,91;0;124,5;0;0;0;0;0;0;0;130,55;112,34;0;131,44;132,34;136,07;0;128,53;0;0;0;556,0530733;589,5504765;593,1231589;596,74;611,6585;0;0;0;0;0;0;Indicado para ser usado juntamente com a anestesia geral para facilitar a intubação traqueal
1409;25/05/2021;NEGOCIAÇÃO;NEGOCIAÇÃO;EUFLEXXA 10MG/ML SOL. INJ. C/ 3 SER. PREENCHIDAS X 2ML;3;HIALURONATO DE  SÓDIO ;FERRING;7,90E+12;1,29E+12;3004.90.99; POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;VER TABELA VIGENTE ** NÃO PODE VENDER PARA DROGARIAS ** - ABA EUFLEXXA;3;0,0679;560;560;560;0;560;0;560;560;560;560;560;0;0;0;0;0;0;0;0;560;0;0;680,62;773,43;820,02;825;830,03;850,78;940,92;1069,23;1133,63;1140,52;1147,47;1176,16;Tratamento da dor causada por osteoartrite (doença degenerativa da articulação) do joelho
4399;29/06/2021;5%;12%;EUTROPIN 4UI 5AMP + 5AMP DIL C5;5;SOMATROPINA;ASPEN PHARMA;7,90E+12;1,38E+12;3004.39.11;POSITIVA;OUTROS;REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;IMPORTADO;ES;0;0;0;324,66;297,43;329,3;0;199,97;0;324,67;297,44;329,31;329,31;338,99;0;0;183,91;0;0;0;0;0;183,26;0;0;794,85;903,24;957,65;963,45;969,33;993,57;1098,84;1248,67;1323,9;1331,92;1340,04;1373,55;Indicado no tratamento de longo prazo de crianças com distúrbios do crescimento devido às seguintes condições: crianças com nanismo devido a secreção insuficiente do hormônio de crescimento, Síndrome de Turner.
306239;07/04/2021;FÁBRICA;FÁBRICA;EVEROLIMO 10MG C/ 28 COMP NAT;28;EVEROLIMO ;NATCOFARMA;7,90E+12;1,83E+12;3004.90.78; POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);IMPORTADO;ES;PODEMOS VENDER BRASIL;3;0,0679;6911,619664;6911,619664;6911,619664;6911,619664;6911,619664;0;0;0;0;0;0;0;6911,619664;6911,619664;7879,246417;6911,619664;6911,619664;0;0;6911,619664;7879,246417;6911,619664;6911,619664;7854,116167;8327,249262;8377,718216;8428,806552;8639,52458;9554,908723;10857,85485;11511,9336;11581,70396;11652,33059;11943,6359;Transplante de coração e rim e Transplante de Fígado
306240;07/04/2021;FÁBRICA;FÁBRICA;EVEROLIMO 5MG C/ 28 COMP NAT;28;EVEROLIMO ;NATCOFARMA;7,90E+12;1,83E+12;3004.90.78; POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO  (EXCETO EM SP);IMPORTADO;ES;PODEMOS VENDER BRASIL;3;0,0679;3455,799153;3455,799153;3455,799153;3455,799153;3455,799153;0;0;0;0;0;0;0;3455,799153;3455,799153;3939,611034;3455,799153;3455,799153;0;0;3455,799153;3939,611034;3455,799153;3455,799153;3927,042065;4163,613952;4188,848429;4214,392597;4319,751611;4777,439598;5428,905279;5755,952035;5790,837219;5826,150533;5971,803189;Transplante de coração e rim e Transplante de Fígado
111622;07/04/2021;3%;FÁBRICA;EVOBRIG 180MG C 28 COMP REV ;28;BRIGATINIBE;TAKEDA/SHIRE;7,90E+12;1,06E+12;3004.90.39; NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SC;0;3;0,0679;26842,81;27030,3;27220,41;0;27220,41;0;0;0;0;0;0;0;26842,81;26842,81;0;27030,3;27220,41;28008,49;0;26842,81;0;0;21722,27;25101,99;26842,81;27030,3;27220,41;28008,49;29139,64;33530,84;35779,45;36021,08;36265,99;20876,38;Atua inibindo o crescimento celular do tumor que apresente alterações no receptor de tirosina quinase ALK
111621;07/04/2021;3%;FÁBRICA;EVOBRIG 30 MG TABS 28 PC BRA;28;BRIGATINIBE;TAKEDA/SHIRE;7,90E+12;1,06E+12;3004.90.39; NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SC;0;0;0;4473,79;4505,04;4536,72;0;4536,72;0;0;0;0;0;0;0;4473,79;4473,79;0;4505,04;4536,72;4668,07;0;4473,79;0;0;3620,37;4183,65;4473,79;4505,04;4536,72;4668,07;4856,6;5588,45;5963,22;6003,5;6044,32;27230,11;Atua inibindo o crescimento celular do tumor que apresente alterações no receptor de tirosina quinase ALK
111619;07/04/2021;3%;FÁBRICA;EVOBRIG KIT 90MG 7CP 180MG 21CP;21;BRIGATINIBE;TAKEDA/SHIRE;7,90E+12;1,06E+12;3004.90.39; NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SC;KIT PARA PRIMEIRO TRATAMENTO;3;0,0679;23487,46;23651,51;23817,86;0;23817,86;0;0;0;0;0;0;0;23487,46;23487,46;0;23651,51;23817,86;24507,44;0;23487,46;0;0;19006,98;21964,24;23487,46;23651,51;23817,86;24507,44;25497,19;29339,49;31307,02;31518,45;31732,74;36306,77;Atua inibindo o crescimento celular do tumor que apresente alterações no receptor de tirosina quinase ALK
111620;07/04/2021;3%;FÁBRICA;EVOBRIG 90MG C 28 COMP REV ;28;BRIGATINIBE;TAKEDA/SHIRE;7,90E+12;1,06E+12;3004.90.39; NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SC;0;0;0;13421,39;13515,15;13610,2;0;13610,2;0;0;0;0;0;0;0;13421,39;13421,39;0;13515,15;13610,2;14004,24;0;13421,39;0;0;10861,13;12550,99;13421,39;13515,15;13610,2;14004,24;14569,81;16765,42;17889,71;18010,54;18132,98;4047,67;Atua inibindo o crescimento celular do tumor que apresente alterações no receptor de tirosina quinase ALK
112124;29/04/2021;FÁBRICA;FÁBRICA;EVRYSDI 0.75MG/1ML 80POSO BR;1;RISDIPLAM;ROCHE;7,61E+12;101000670001-5;3004.90.99;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;IMPORTADO;SP;0;0;0;51982,39;52345,42;52713,63;0;52713,63;0;51982,39;52345,42;52713,63;52713,63;54239,79;0;0;51982,39;0;0;0;0;0;51982,39;0;0;42066,21;48611,2;51982,39;52345,42;52713,63;54239,79;0;0;0;0;0;0;Indicado para o tratamento de atrofia muscular espinhal
791;07/04/2021;FÁBRICA;FÁBRICA;EXELON 1,5 MG CX C/ 28 CAPS. (C1);28;RIVASTIGMINA ;NOVARTIS;7,90E+12;1,01E+12;3004.90.49; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;PODEMOS ATENDER TODA LINHA DE HOSPITALAR, CENTRO OESTE, SUDESTE E NORTE;3;0,0679;0;0;0;0;190,48;0;188,18;189,32;190,48;190,48;195,24;0;0;188,18;0;0;0;0;0;188,18;0;0;0;177,49;188,18;189,32;190,48;195,24;215,9306;245,37;260,15;261,72;263,33;269,91;Tratamento de memória e demência em pacientes com doença de Alzheimer ou doença de Parkinson
1213;14/04/2021;2%;4%;EXELON PATCH 13,3MG 24H 30 ADE C1;30;RIVASTIGMINA ;NOVARTIS;7,90E+12;1,01E+12;3004.90.49; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;PODEMOS ATENDER TODA LINHA DE HOSPITALAR, CENTRO OESTE, SUDESTE E NORTE;3;0,0679;0;0;0;0;495,11;0;529;532,37;535,79;535,79;549,88;0;0;461,56;0;0;0;0;0;529,02;0;0;0;505,22;535,65;538,9;542,18;555,74;614,6146;698,44;740,5;745;749,53;768,28;Usado no tratamento de problemas de memória e demência em pacientes com doença de Alzheimer ou doença de Parkinson
1067;15/04/2021;FÁBRICA;FÁBRICA;EXELON PATCH 9 MG/ 5 CM² CX C/ 30 ADESIVOS (C1);30;RIVASTIGMINA ;NOVARTIS;7,90E+12;1,01E+12;3004.90.49; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;PODEMOS ATENDER TODA LINHA DE HOSPITALAR, CENTRO OESTE, SUDESTE E NORTE;3;0,0679;0;0;0;0;465,16;0;459,55;462,34;465,16;465,16;476,79;0;0;459,55;0;0;0;0;0;459,55;0;0;0;433,44;459,55;462,34;465,16;476,79;527,3092;599,21;635,3;639,16;643,06;659,13;Tratamento de memória e demência em pacientes com doença de Alzheimer ou doença de Parkinson
938;14/04/2021;2%;4%;EXELON PATCH 9,5MG 24H 30 AD C1;30;RIVASTIGMINA ;NOVARTIS;7,90E+12;1,01E+12;3004.90.49; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;IMPORTADO;SP;PODEMOS ATENDER TODA LINHA DE HOSPITALAR, CENTRO OESTE, SUDESTE E NORTE;3;0,0679;0;0;0;0;495,11;0;529;532,37;535,79;535,79;549,88;0;0;461,56;0;0;0;0;0;529,02;0;0;0;505,22;535,65;538,9;542,18;555,74;614,6146;698,44;740,5;745;749,53;768,28;usado no tratamento de distúrbios de memória e demência em pacientes com doença de Alzheimer ou doença de Parkinson.
9;25/06/2021;2%;5%;EXJADE 125 MG C/ 28 CPS DISPERSIVEIS;28;DEFERASIROX ;NOVARTIS;7,90E+12;1,01E+12;3004.90.69; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO (EXCETO EM DF E SP);NACIONAL;SP;0;3;0,0679;748,66;748,66;748,66;748,66;748,66;0;0;0;0;0;0;0;748,66;748,66;793,5796;748,66;748,66;0;0;748,66;793,5796;748,66;708,52;805,14;853,64;858,81;864,05;885,65;979,49;1113,06;1180,11;1187,25;1194,5;1224,36;Tratar a sobrecarga de ferro causada por transfusões de sangue repetidas
10;22/04/2021;2%;5%;EXJADE 250 MG C/ 28 CPS DISPERSIVEIS;28;DEFERASIROX ;NOVARTIS;7,90E+12;1,01E+12;3004.90.69; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO (EXCETO EM DF E SP);NACIONAL;SP;0;3;0,0679;1497,33;1497,33;1497,33;1497,33;1497,33;0;0;0;0;0;0;0;1587,1698;1587,1698;1587,1698;1587,1698;1587,1698;0;0;1497,33;1587,1698;1497,33;1513,26;1719,61;1823,2;1834,25;1845,44;1891,58;2091,9922;2377,26;2520,47;2535,74;2551,21;2615;Tratar a sobrecarga de ferro causada por transfusões de sangue repetidas
11;22/04/2021;2%;5%;EXJADE 500 MG C/ 28 CPS DISPERSIVEIS;28;DEFERASIROX ;NOVARTIS;7,90E+12;1,01E+12;3004.90.69; POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO (EXCETO EM DF E SP);NACIONAL;SP;0;3;0,0679;2994,72;2994,72;2994,72;2994,72;2994,72;0;0;0;0;0;0;0;3174,4032;3174,4032;3174,4032;3174,4032;3174,4032;0;0;2994,72;3174,4032;2994,72;3026,58;3439,3;3646,48;3668,58;3690,95;3783,23;4184,0664;4754,63;5041,04;5071,6;5102,52;5230,09;Tratar a sobrecarga de ferro causada por transfusões de sangue repetidas
1305;22/04/2021;PODEMOS DAR 12%;PODEMOS DAR 12%;EYLIA 40MG/ML 1FA X 0,278ML + AGU FILTRO 01;1;AFLIBERCEPTE ;BAYER;7,89E+12;1,71E+12;"3002.15.90
"; POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NACIONAL;SP;TEM FIDELIZE  *** VERIFICAR COM SUPERVISORES O DESCONTO *** REPRESENTANTES BAYER IRÃO COLOCAR PEDIDOS **;3;0,0679;2860,41;2880,7;2901,28;0;2818,25;0;0;0;0;0;0;0;2611,35;2472,08;0;2629,87;2648,65;2726,55;0;2975,55;0;0;0;0;4262,72;4288,56;4314,71;4422,58;0;0;5892,96;5928,68;5964,83;6113,96;Degeneração macular relacionada à idade e Deficiência visual devido ao edema
